"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"删除职务统称","3876","test_delete[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:16:03 CST 2025","passed","Sat Jul 26 15:16:07 CST 2025","","test_职务统称","",""
"关键词查询","0","test_search_key[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:16:11 CST 2025","broken","Sat Jul 26 15:16:11 CST 2025","","test_资源管理","",""
"新增职务","4266","test_add[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:15:14 CST 2025","passed","Sat Jul 26 15:15:18 CST 2025","","test_职务管理","",""
"样式比较","6277","test_file_style[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:01:53 CST 2025","passed","Sat Jul 26 15:02:00 CST 2025","","test_social_security","",""
"删除社保缴纳标准","3865","test_delete[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:02:00 CST 2025","passed","Sat Jul 26 15:02:04 CST 2025","","test_social_security","",""
"婚姻要求查询","6021","test_search_by_married[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:38:24 CST 2025","passed","Sat Jul 26 14:38:30 CST 2025","","test_人员需求管理","",""
"删除配置","23165","test_delete2[resolution1-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:18:28 CST 2025","broken","Sat Jul 26 15:18:51 CST 2025","","test_ERP分类集合","",""
"新增二级选项","4625","test_add2[resolution0-chrome]","系统设置.协同办公设置.工作表单设置","Sat Jul 26 15:03:48 CST 2025","passed","Sat Jul 26 15:03:52 CST 2025","","test_奖罚内容设置","",""
"项目名称查询","1028","test_search_project[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:48:30 CST 2025","passed","Sat Jul 26 14:48:31 CST 2025","","test_技能测评设置","",""
"样式比较","4334","test_file_style[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:22:49 CST 2025","passed","Sat Jul 26 15:22:54 CST 2025","","test_选项分类集合","",""
"修改配置","23254","test_modify[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:22:22 CST 2025","broken","Sat Jul 26 15:22:45 CST 2025","","test_选项分类集合","",""
"部门查询","6544","test_search_by_department[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:40:26 CST 2025","passed","Sat Jul 26 14:40:33 CST 2025","","test_储备人员管理","",""
"民族查询","0","test_search_by_nation[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:51 CST 2025","broken","Sat Jul 26 14:41:51 CST 2025","","test_员工档案管理","",""
"薪资等级查询","8601","test_search_level[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:57:23 CST 2025","passed","Sat Jul 26 14:57:32 CST 2025","","test_薪资等级设置","",""
"姓名查询","25623","test_search_by_name[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:42:09 CST 2025","broken","Sat Jul 26 14:42:34 CST 2025","","test_待入职中人员","",""
"新增社保缴纳标准","1888","test_add[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:01:48 CST 2025","failed","Sat Jul 26 15:01:50 CST 2025","","test_social_security","",""
"样式比较","0","test_file_style[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:16:16 CST 2025","broken","Sat Jul 26 15:16:16 CST 2025","","test_资源管理","",""
"姓名查询","25592","test_search_by_name[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:43:37 CST 2025","broken","Sat Jul 26 14:44:03 CST 2025","","test_面试资料管理","",""
"样式比较","4234","test_file_style[resolution0-chrome]","系统设置.其它配置管理.短信信息管理","Sat Jul 26 15:03:13 CST 2025","passed","Sat Jul 26 15:03:18 CST 2025","","test_普通短信管理","",""
"修改菜单","4740","test_modify[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:05:58 CST 2025","failed","Sat Jul 26 15:06:02 CST 2025","","test_接口缓存配置","",""
"分配档案员","10065","test_allocation[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:50:28 CST 2025","passed","Sat Jul 26 14:50:38 CST 2025","","test_档案管理设置","",""
"新增分类","0","test_add[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:16:27 CST 2025","broken","Sat Jul 26 15:16:27 CST 2025","","test_ERP分类集合","",""
"工号查询","0","test_search_work[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:14:10 CST 2025","broken","Sat Jul 26 15:14:10 CST 2025","","test_用户管理","",""
"修改类别","41562","test_modify[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:09:40 CST 2025","broken","Sat Jul 26 15:10:22 CST 2025","","test_类别管理","",""
"性别查询","6075","test_search_by_sex[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:38:56 CST 2025","passed","Sat Jul 26 14:39:02 CST 2025","","test_人员需求管理","",""
"薪资类别分配设置","6599","test_allocation_set[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:56:52 CST 2025","passed","Sat Jul 26 14:56:59 CST 2025","","test_岗位薪资类别","",""
"岗位查询","26578","test_search_by_job[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:44:03 CST 2025","broken","Sat Jul 26 14:44:29 CST 2025","","test_面试资料管理","",""
"编辑综合测评","3991","test_modify[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:51:19 CST 2025","passed","Sat Jul 26 14:51:23 CST 2025","","test_综合测评设置","",""
"新增档案文件","6199","test_add_file[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:49:57 CST 2025","passed","Sat Jul 26 14:50:04 CST 2025","","test_档案管理设置","",""
"修改档案柜","8928","test_modify_cabinet[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:50:19 CST 2025","passed","Sat Jul 26 14:50:28 CST 2025","","test_档案管理设置","",""
"样式比较","7440","test_file_style[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:15:24 CST 2025","passed","Sat Jul 26 15:15:31 CST 2025","","test_职务管理","",""
"编辑商业保险标准","4115","test_modify[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 14:58:13 CST 2025","broken","Sat Jul 26 14:58:17 CST 2025","","test_commercial_insurance","",""
"","0","test_minimal[360se-resolution0]","","Sat Jul 26 14:24:22 CST 2025","broken","Sat Jul 26 14:24:22 CST 2025","","test_新增简历","",""
"经验要求查询","5419","test_search_by_work_year[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:38:37 CST 2025","passed","Sat Jul 26 14:38:42 CST 2025","","test_人员需求管理","",""
"修改配置","23148","test_modify2[resolution1-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:17:40 CST 2025","broken","Sat Jul 26 15:18:03 CST 2025","","test_ERP分类集合","",""
"性别查询","7494","test_search_by_incident[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:44:55 CST 2025","passed","Sat Jul 26 14:45:03 CST 2025","","test_面试资料管理","",""
"删除","0","test_delete[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:16:16 CST 2025","broken","Sat Jul 26 15:16:16 CST 2025","","test_资源管理","",""
"样式比较","21272","test_file_style[resolution0-chrome]","系统设置.人力资源设置.组织架构设置","Sat Jul 26 14:52:43 CST 2025","broken","Sat Jul 26 14:53:04 CST 2025","","test_岗位性质设置","",""
"工作地区查询","6107","test_search_by_work_area[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:39:02 CST 2025","passed","Sat Jul 26 14:39:08 CST 2025","","test_人员需求管理","",""
"删除部门","4446","test_delete[resolution0-chrome]","系统设置.人力资源设置.组织架构设置","Sat Jul 26 14:53:38 CST 2025","passed","Sat Jul 26 14:53:42 CST 2025","","test_部门设置","",""
"岗位属性查询","5017","test_search_type[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:14:58 CST 2025","passed","Sat Jul 26 15:15:03 CST 2025","","test_职务管理","",""
"事件缓急查询","8075","test_search_by_incident[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:38:42 CST 2025","passed","Sat Jul 26 14:38:50 CST 2025","","test_人员需求管理","",""
"考勤扣除查询","0","test_search_by_examine_deduct[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:39:37 CST 2025","skipped","Sat Jul 26 14:39:37 CST 2025","","test_人员需求管理","",""
"所属部门查询","5032","test_search_department[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:56:07 CST 2025","passed","Sat Jul 26 14:56:12 CST 2025","","test_岗位薪资类别","",""
"样式比较","0","test_file_style[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:38:03 CST 2025","skipped","Sat Jul 26 14:38:03 CST 2025","","test_人员需求管理","",""
"新增配置","24618","test_add2[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:10:22 CST 2025","broken","Sat Jul 26 15:10:47 CST 2025","","test_类别管理","",""
"样式比较","0","test_file_style[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:39:46 CST 2025","skipped","Sat Jul 26 14:39:46 CST 2025","","test_储备人员管理","",""
"修改分类","4147","test_modify[resolution1-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:17:12 CST 2025","broken","Sat Jul 26 15:17:17 CST 2025","","test_ERP分类集合","",""
"新增工龄补贴","1049","test_add[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:01:15 CST 2025","passed","Sat Jul 26 15:01:16 CST 2025","","test_seniority_subsidy","",""
"","1","test_minimal","","Sat Jul 26 14:38:01 CST 2025","passed","Sat Jul 26 14:38:01 CST 2025","","test_新增简历","",""
"编辑职务统称","3865","test_modify[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:15:59 CST 2025","passed","Sat Jul 26 15:16:03 CST 2025","","test_职务统称","",""
"样式比较","2199","test_file_style[resolution0-chrome]","系统设置.协同办公设置.流程设置","Sat Jul 26 15:04:59 CST 2025","passed","Sat Jul 26 15:05:01 CST 2025","","test_工作流程设置","",""
"类别查询","10881","test_search_type[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:07:16 CST 2025","failed","Sat Jul 26 15:07:27 CST 2025","","test_申请号码管理","",""
"新增配置","4848","test_add[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:22:17 CST 2025","failed","Sat Jul 26 15:22:22 CST 2025","","test_选项分类集合","",""
"删除商业保险标准","3800","test_delete[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 14:58:23 CST 2025","passed","Sat Jul 26 14:58:27 CST 2025","","test_commercial_insurance","",""
"岗位名称查询","5084","test_search_job[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:14:53 CST 2025","passed","Sat Jul 26 15:14:58 CST 2025","","test_职务管理","",""
"职务查询","6316","test_search_by_job[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:39:08 CST 2025","passed","Sat Jul 26 14:39:15 CST 2025","","test_人员需求管理","",""
"样式比较","0","test_file_style[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:43:23 CST 2025","skipped","Sat Jul 26 14:43:23 CST 2025","","test_面试资料管理","",""
"新增薪资等级","1939","test_add[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:57:32 CST 2025","passed","Sat Jul 26 14:57:34 CST 2025","","test_薪资等级设置","",""
"新增一级选项","4467","test_add[resolution0-chrome]","系统设置.协同办公设置.工作表单设置","Sat Jul 26 15:03:39 CST 2025","passed","Sat Jul 26 15:03:43 CST 2025","","test_奖罚内容设置","",""
"新增个税分档","904","test_add[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:00:03 CST 2025","passed","Sat Jul 26 15:00:04 CST 2025","","test_person_tax","",""
"根据文件名称查询","5430","test_file_search_by_name[resolution0-chrome]","人力资源.组织架构管理.部门管理","Sat Jul 26 14:46:23 CST 2025","passed","Sat Jul 26 14:46:28 CST 2025","","test_部门结构管理","",""
"样式比较","5399","test_file_style[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:06:07 CST 2025","passed","Sat Jul 26 15:06:12 CST 2025","","test_接口缓存配置","",""
"删除职务","5431","test_delete[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:15:31 CST 2025","passed","Sat Jul 26 15:15:37 CST 2025","","test_职务管理","",""
"删除考勤标准","4085","test_delete[resolution0-chrome]","系统设置.人力资源设置.考勤管理设置","Sat Jul 26 14:54:56 CST 2025","passed","Sat Jul 26 14:55:00 CST 2025","","test_考勤分类设置","",""
"样式比较","4170","test_file_style[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:19:38 CST 2025","passed","Sat Jul 26 15:19:42 CST 2025","","test_工作地区配置","",""
"职务查询","6132","test_search_by_role[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:40:39 CST 2025","passed","Sat Jul 26 14:40:45 CST 2025","","test_储备人员管理","",""
"","1","test_min","","Sat Jul 26 14:36:22 CST 2025","passed","Sat Jul 26 14:36:22 CST 2025","","test_main","",""
"样式比较","1202","test_file_style[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:51:27 CST 2025","passed","Sat Jul 26 14:51:29 CST 2025","","test_综合测评设置","",""
"职务名称查询","5316","test_search_position[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:48:31 CST 2025","passed","Sat Jul 26 14:48:36 CST 2025","","test_技能测评设置","",""
"新增技能测评","2828","test_add[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:48:36 CST 2025","passed","Sat Jul 26 14:48:39 CST 2025","","test_技能测评设置","",""
"职务查询","6137","test_search_by_role[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:42:48 CST 2025","passed","Sat Jul 26 14:42:54 CST 2025","","test_待入职中人员","",""
"指定聘用查询","6575","test_search_by_employ[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:38:30 CST 2025","passed","Sat Jul 26 14:38:37 CST 2025","","test_人员需求管理","",""
"样式比较","24152","test_file_style[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:08:53 CST 2025","broken","Sat Jul 26 15:09:17 CST 2025","","test_类别管理","",""
"修改考勤日历","5231","test_modify[resolution0-chrome]","系统设置.人力资源设置.考勤管理设置","Sat Jul 26 14:55:36 CST 2025","passed","Sat Jul 26 14:55:41 CST 2025","","test_考勤日历设置","",""
"新增商业保险标准","1982","test_add[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 14:58:11 CST 2025","failed","Sat Jul 26 14:58:13 CST 2025","","test_commercial_insurance","",""
"样式比较","13512","test_file_style[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:50:47 CST 2025","passed","Sat Jul 26 14:51:00 CST 2025","","test_档案管理设置","",""
"来源事项查询","5982","test_search_by_source_matter[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:05 CST 2025","passed","Sat Jul 26 14:41:11 CST 2025","","test_储备人员管理","",""
"新增综合评测","1708","test_add[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:51:18 CST 2025","passed","Sat Jul 26 14:51:19 CST 2025","","test_综合测评设置","",""
"年龄查询","0","test_search_by_age[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:40:53 CST 2025","skipped","Sat Jul 26 14:40:53 CST 2025","","test_储备人员管理","",""
"部门查询","0","test_search_by_department[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:51 CST 2025","broken","Sat Jul 26 14:41:51 CST 2025","","test_员工档案管理","",""
"修改档案文件","9023","test_modify_file[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:50:10 CST 2025","passed","Sat Jul 26 14:50:19 CST 2025","","test_档案管理设置","",""
"删除分类","23262","test_delete[resolution1-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:18:51 CST 2025","broken","Sat Jul 26 15:19:14 CST 2025","","test_ERP分类集合","",""
"学历查询","0","test_search_by_edu[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:51 CST 2025","broken","Sat Jul 26 14:41:51 CST 2025","","test_员工档案管理","",""
"新增选项","0","test_add2[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:16:24 CST 2025","broken","Sat Jul 26 15:16:24 CST 2025","","test_ERP分类配置","",""
"删除临时文档","0","test_file_delete[resolution0-chrome]","协同办公.我的工作","Sat Jul 26 14:47:05 CST 2025","skipped","Sat Jul 26 14:47:05 CST 2025","","test_临时文档","",""
"岗位查询","6497","test_search_by_job[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:40:33 CST 2025","passed","Sat Jul 26 14:40:39 CST 2025","","test_储备人员管理","",""
"删除类别","4179","test_delete[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:11:15 CST 2025","broken","Sat Jul 26 15:11:19 CST 2025","","test_类别管理","",""
"修改分类","0","test_modify[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:16:24 CST 2025","broken","Sat Jul 26 15:16:24 CST 2025","","test_ERP分类配置","",""
"编辑薪资配置","3907","test_modify[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:00:38 CST 2025","passed","Sat Jul 26 15:00:42 CST 2025","","test_salary_allocation","",""
"编辑部门","4456","test_modify[resolution0-chrome]","系统设置.人力资源设置.组织架构设置","Sat Jul 26 14:53:33 CST 2025","passed","Sat Jul 26 14:53:38 CST 2025","","test_部门设置","",""
"学历查询","6142","test_search_by_edu[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:40:53 CST 2025","passed","Sat Jul 26 14:41:00 CST 2025","","test_储备人员管理","",""
"地区查询","0","test_search_by_area[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:52 CST 2025","broken","Sat Jul 26 14:41:52 CST 2025","","test_员工档案管理","",""
"修改文本配置","4491","test_modify[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:06:44 CST 2025","passed","Sat Jul 26 15:06:48 CST 2025","","test_文本配置管理","",""
"删除岗位性质","3831","test_delete[resolution0-chrome]","系统设置.人力资源设置.组织架构设置","Sat Jul 26 14:52:39 CST 2025","passed","Sat Jul 26 14:52:43 CST 2025","","test_岗位性质设置","",""
"岗位名称查询","5072","test_search_job[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:56:12 CST 2025","passed","Sat Jul 26 14:56:17 CST 2025","","test_岗位薪资类别","",""
"岗位查询","6583","test_search_by_job[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:42:41 CST 2025","passed","Sat Jul 26 14:42:48 CST 2025","","test_待入职中人员","",""
"岗位查询","0","test_search_by_job[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:51 CST 2025","broken","Sat Jul 26 14:41:51 CST 2025","","test_员工档案管理","",""
"编辑薪资等级设置","6882","test_modify[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:57:34 CST 2025","failed","Sat Jul 26 14:57:41 CST 2025","","test_薪资等级设置","",""
"样式比较","6212","test_file_style[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:48:47 CST 2025","passed","Sat Jul 26 14:48:53 CST 2025","","test_技能测评设置","",""
"新增配置","0","test_add[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:16:19 CST 2025","broken","Sat Jul 26 15:16:19 CST 2025","","test_ERP分类配置","",""
"动态信息查询","8243","test_search_by_dynamic_type[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:39:28 CST 2025","passed","Sat Jul 26 14:39:37 CST 2025","","test_人员需求管理","",""
